,accident_index,location_easting_osgr,location_northing_osgr,longitude,latitude,police_force,accident_severity,number_of_vehicles,number_of_casualties,date,day_of_week,time,local_authority_district,local_authority_highway,first_road_class,first_road_number,road_type,speed_limit,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing-human_control,pedestrian_crossing-physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,lsoa_of_accident_location,accident_severity_num,accident_severity_inv,date2,date_original,vehicle_reference_x,vehicle_type,towing_and_articulation,vehicle_manoeuvre,vehicle_location-restricted_lane,junction_location,skidding_and_overturning,hit_object_in_carriageway,vehicle_leaving_carriageway,hit_object_off_carriageway,1st_point_of_impact,was_vehicle_left_hand_drive?,journey_purpose_of_driver,sex_of_driver,age_of_driver,age_band_of_driver,engine_capacity_cc,propulsion_code,age_of_vehicle,driver_imd_decile,driver_home_area_type,vehicle_imd_decile,vehicle_reference_y,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile,accident_year_x,accident_reference_x,local_authority_ons_district,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,trunk_road_flag,accident_year_y,accident_reference_y,vehicle_direction_from,vehicle_direction_to,vehicle_location_restricted_lane,first_point_of_impact,vehicle_left_hand_drive,generic_make_model,accident_year,accident_reference,year,month,severity,hours
409,201501BS70499,526750.0,178980.0,-0.17552,51.495562,1,Slight,1,1,2015-08-31,Monday,18:07,Kensington and Chelsea,E09000020,3,4,6,30.0,3,4,6,0,0.0,4.0,1,2,2,0,0,1,1,E01002821,3,1,31/08/2015,31/08/2015,1,3,0,4,0.0,8,0,0,0,0,3.0,1.0,6,Male,26,26 - 35,125,1,9,-1,1,-1.0,1,1,1,1,26,6,3,0,0,0,0,0,3,1,7,,,,,,,,,,,,,,,,,2015,8,1,18
421,201501BS70513,527010.0,179010.0,-0.171766,51.495773,1,Slight,2,1,2015-09-09,Wednesday,21:51,Kensington and Chelsea,E09000020,3,3218,6,30.0,3,4,3,4,0.0,0.0,4,1,1,0,0,1,1,E01002821,3,1,09/09/2015,09/09/2015,1,9,0,7,0.0,8,0,0,0,0,4.0,1.0,6,Male,24,21 - 25,1997,1,-1,-1,-1,-1.0,2,1,1,1,48,8,3,0,0,0,0,0,5,1,6,,,,,,,,,,,,,,,,,2015,9,1,21
431,201501BS70531,525560.0,178160.0,-0.192945,51.488458,1,Slight,2,1,2015-09-20,Sunday,01:00,Kensington and Chelsea,E09000020,3,3218,6,30.0,3,4,3,3220,0.0,0.0,4,1,1,0,0,1,1,E01002894,3,1,20/09/2015,20/09/2015,1,3,0,18,0.0,8,0,0,0,0,1.0,1.0,6,Male,17,16 - 20,125,1,5,-1,1,-1.0,1,1,1,1,17,4,3,0,0,0,0,0,3,1,3,,,,,,,,,,,,,,,,,2015,9,1,1
453,201501BS70555,527830.0,179170.0,-0.159902,51.497026,1,Slight,2,1,2015-09-29,Tuesday,18:33,Kensington and Chelsea,E09000020,4,319,6,30.0,6,4,6,0,0.0,0.0,1,1,1,0,0,1,1,E01002863,3,1,29/09/2015,29/09/2015,1,3,0,18,0.0,8,0,0,0,0,3.0,1.0,6,Male,21,21 - 25,124,1,11,-1,1,-1.0,1,1,1,1,21,5,3,0,0,0,0,0,3,1,8,,,,,,,,,,,,,,,,,2015,9,1,18
467,201501BS70569,523810.0,182050.0,-0.216772,51.523803,1,Slight,2,1,2015-01-10,Saturday,18:57,Kensington and Chelsea,E09000020,5,0,6,30.0,6,4,6,0,0.0,1.0,4,1,1,0,0,1,1,E01002905,3,1,01/10/2015,01/10/2015,1,8,0,3,0.0,8,0,0,0,0,4.0,1.0,1,Male,25,21 - 25,1797,8,4,-1,1,-1.0,2,1,1,2,30,6,3,0,0,0,0,0,1,1,10,,,,,,,,,,,,,,,,,2015,1,1,18
473,201501BS70577,527820.0,178690.0,-0.16022,51.492715,1,Slight,2,1,2015-06-10,Wednesday,04:46,Kensington and Chelsea,E09000020,5,0,6,30.0,6,4,5,0,0.0,1.0,4,1,1,0,0,1,1,E01002859,3,1,06/10/2015,06/10/2015,1,9,0,18,0.0,8,0,0,0,0,4.0,1.0,6,Male,19,16 - 20,2198,2,7,-1,1,-1.0,2,1,1,1,48,8,3,0,0,0,0,0,8,1,4,,,,,,,,,,,,,,,,,2015,6,1,4
480,201501BS70584,526270.0,178810.0,-0.182492,51.494141,1,Slight,1,1,2015-07-10,Friday,23:50,Kensington and Chelsea,E09000020,5,0,6,30.0,3,4,6,0,0.0,4.0,4,1,1,0,0,1,1,E01002835,3,1,07/10/2015,07/10/2015,1,8,0,9,0.0,8,0,0,0,0,3.0,1.0,6,Male,26,26 - 35,1796,7,1,-1,1,-1.0,1,1,3,1,65,9,3,4,3,0,0,2,0,-1,-1,,,,,,,,,,,,,,,,,2015,7,1,23
501,201501BS70610,525900.0,177830.0,-0.188168,51.485416,1,Slight,1,1,2015-10-15,Thursday,22:10,Kensington and Chelsea,E09000020,3,3220,6,30.0,0,-1,-1,0,0.0,1.0,4,1,1,0,0,1,1,E01002893,3,1,15/10/2015,15/10/2015,1,8,0,18,0.0,0,0,0,0,0,1.0,1.0,6,Male,29,26 - 35,1968,2,2,-1,1,-1.0,1,1,3,1,51,8,3,1,1,0,0,2,0,1,4,,,,,,,,,,,,,,,,,2015,10,1,22
507,201501BS70619,525740.0,178270.0,-0.190314,51.489406,1,Slight,2,1,2015-10-17,Saturday,19:25,Kensington and Chelsea,E09000020,3,3220,6,30.0,6,2,3,3218,0.0,5.0,4,1,1,0,0,1,1,E01002894,3,1,17/10/2015,17/10/2015,1,9,0,4,0.0,8,0,0,0,0,0.0,1.0,6,Female,24,21 - 25,1399,1,6,-1,3,-1.0,2,1,1,1,32,6,3,0,0,0,0,0,5,1,2,,,,,,,,,,,,,,,,,2015,10,1,19
513,201501BS70625,526400.0,179620.0,-0.18033,51.501392,1,Slight,2,1,2015-10-23,Friday,22:40,Westminster,E09000033,3,315,6,30.0,3,2,5,0,0.0,5.0,4,1,1,0,0,1,1,E01002891,3,1,23/10/2015,23/10/2015,1,3,0,18,0.0,8,0,0,0,0,1.0,1.0,6,Male,31,26 - 35,124,1,8,-1,1,-1.0,1,1,1,1,31,6,3,0,0,0,0,0,3,1,7,,,,,,,,,,,,,,,,,2015,10,1,22
517,201501BS70630,525210.0,179360.0,-0.197558,51.49932,1,Slight,2,2,2015-10-23,Friday,21:41,Kensington and Chelsea,E09000020,3,315,6,30.0,3,4,6,0,0.0,4.0,4,1,1,0,0,1,1,E01002817,3,1,23/10/2015,23/10/2015,1,9,0,4,0.0,8,0,0,0,0,2.0,1.0,6,Male,32,26 - 35,1397,1,8,-1,1,-1.0,1,1,1,1,32,6,3,0,0,0,0,0,9,1,6,,,,,,,,,,,,,,,,,2015,10,2,21
521,201501BS70634,526530.0,177580.0,-0.179189,51.483029,1,Slight,2,1,2015-10-24,Saturday,21:23,Kensington and Chelsea,E09000020,6,0,6,30.0,6,4,6,0,0.0,0.0,4,1,2,0,0,1,1,E01002911,3,1,24/10/2015,24/10/2015,1,3,0,3,0.0,8,0,0,0,0,1.0,1.0,6,Male,31,26 - 35,125,1,7,-1,1,-1.0,1,1,1,1,31,6,3,0,0,0,0,0,3,1,5,,,,,,,,,,,,,,,,,2015,10,1,21
529,201501BS70645,524050.0,179700.0,-0.214141,51.502631,1,Slight,2,2,2015-10-31,Saturday,21:30,Kensington and Chelsea,E09000020,3,3220,6,30.0,6,2,5,0,0.0,5.0,4,1,1,0,0,1,1,E01002869,3,1,31/10/2015,31/10/2015,1,3,0,9,0.0,8,0,0,0,0,1.0,1.0,6,Male,19,16 - 20,124,1,-1,-1,1,-1.0,1,1,1,1,19,4,3,0,0,0,0,0,3,1,2,,,,,,,,,,,,,,,,,2015,10,2,21
536,201501BS70654,525020.0,180380.0,-0.199932,51.508528,1,Slight,2,1,2015-10-21,Wednesday,18:00,Kensington and Chelsea,E09000020,3,402,6,30.0,3,2,5,0,0.0,5.0,4,2,2,0,0,1,2,E01002828,3,1,21/10/2015,21/10/2015,1,2,0,18,0.0,8,0,0,0,0,3.0,1.0,6,Female,27,26 - 35,49,1,-1,-1,1,-1.0,1,1,1,2,27,6,3,0,0,0,0,0,2,1,9,,,,,,,,,,,,,,,,,2015,10,1,18
538,201501BS70658,525110.0,180570.0,-0.198569,51.510216,1,Slight,2,1,2015-05-11,Monday,19:31,Kensington and Chelsea,E09000020,4,415,6,30.0,0,-1,-1,0,0.0,0.0,4,2,2,0,0,1,1,E01002883,3,1,05/11/2015,05/11/2015,1,3,0,4,0.0,0,0,0,0,0,3.0,1.0,6,Male,28,26 - 35,125,1,8,-1,1,-1.0,1,1,1,1,28,6,3,0,0,0,0,0,3,1,3,,,,,,,,,,,,,,,,,2015,5,1,19
548,201501BS70673,526580.0,177270.0,-0.17858,51.480232,1,Slight,2,1,2015-10-11,Sunday,18:00,Kensington and Chelsea,E09000020,3,3220,6,30.0,3,4,5,0,0.0,1.0,4,1,1,0,0,1,1,E01002841,3,1,10/11/2015,10/11/2015,1,9,0,16,0.0,8,0,0,0,0,1.0,1.0,6,Female,31,26 - 35,1461,2,10,-1,1,-1.0,2,1,1,1,24,5,3,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,2015,10,1,18
552,201501BS70678,524000.0,180060.0,-0.214735,51.505877,1,Slight,1,1,2015-11-15,Sunday,18:35,Kensington and Chelsea,E09000020,5,0,6,30.0,3,4,5,0,0.0,0.0,4,1,1,0,0,1,1,E01002873,3,1,15/11/2015,15/11/2015,1,3,0,17,0.0,1,0,0,0,0,4.0,1.0,1,Male,21,21 - 25,124,1,6,-1,1,-1.0,1,1,1,1,21,5,3,0,0,0,0,0,3,1,1,,,,,,,,,,,,,,,,,2015,11,1,18
560,201501BS70687,525590.0,178180.0,-0.192506,51.488631,1,Slight,2,2,2015-11-18,Wednesday,05:17,Kensington and Chelsea,E09000020,3,3218,6,30.0,3,2,3,3220,0.0,5.0,4,8,2,0,0,1,1,E01002894,3,1,18/11/2015,18/11/2015,1,9,0,18,0.0,8,0,0,0,0,1.0,1.0,6,Male,28,26 - 35,1598,1,4,-1,1,-1.0,1,1,1,1,28,6,3,0,0,0,0,0,9,1,7,,,,,,,,,,,,,,,,,2015,11,2,5
576,201501BS70708,526080.0,177790.0,-0.185591,51.485017,1,Slight,2,1,2015-11-20,Friday,22:10,Kensington and Chelsea,E09000020,3,3220,2,30.0,6,4,6,0,0.0,1.0,4,1,1,0,0,1,1,E01002893,3,1,20/11/2015,20/11/2015,1,3,0,18,0.0,8,0,0,0,0,2.0,1.0,6,Male,19,16 - 20,108,1,-1,-1,1,-1.0,1,1,1,1,19,4,3,0,0,0,0,0,3,1,1,,,,,,,,,,,,,,,,,2015,11,1,22
587,201501BS70722,528060.0,178720.0,-0.156754,51.49293,1,Slight,2,1,2015-03-12,Thursday,20:45,Kensington and Chelsea,E09000020,3,3217,6,30.0,6,4,3,3217,0.0,1.0,4,2,2,0,0,1,1,E01002859,3,1,03/12/2015,03/12/2015,1,5,0,18,0.0,8,0,0,0,0,2.0,1.0,6,Male,20,16 - 20,689,1,-1,-1,1,-1.0,1,1,1,1,20,4,3,0,0,0,0,0,5,1,10,,,,,,,,,,,,,,,,,2015,3,1,20
596,201501BS70732,526180.0,179640.0,-0.183491,51.50162,1,Slight,2,1,2015-10-31,Saturday,03:08,Westminster,E09000033,3,315,6,30.0,0,-1,-1,0,0.0,5.0,4,1,1,0,0,1,2,E01002891,3,1,31/10/2015,31/10/2015,1,9,0,2,0.0,0,0,0,0,0,1.0,1.0,6,Male,24,21 - 25,1995,2,7,-1,1,-1.0,1,1,3,1,24,5,3,9,9,0,0,2,0,1,3,,,,,,,,,,,,,,,,,2015,10,1,3
603,201501BS70741,523220.0,181840.0,-0.225346,51.522045,1,Slight,2,1,2015-12-13,Sunday,20:50,Kensington and Chelsea,E09000020,6,0,6,30.0,3,4,6,0,0.0,0.0,4,1,1,0,0,1,1,E01002907,3,1,13/12/2015,13/12/2015,1,3,0,18,0.0,8,0,0,0,0,1.0,1.0,1,Male,18,16 - 20,109,1,1,-1,1,-1.0,1,1,1,1,18,4,3,0,0,0,0,0,3,1,3,,,,,,,,,,,,,,,,,2015,12,1,20
619,201501BS70762,527300.0,178850.0,-0.167648,51.49427,1,Slight,1,1,2015-12-19,Saturday,23:01,Kensington and Chelsea,E09000020,5,0,6,30.0,0,-1,-1,0,0.0,0.0,4,1,1,0,0,1,1,E01002821,3,1,19/12/2015,19/12/2015,1,9,0,18,0.0,0,0,0,0,0,4.0,1.0,6,Female,25,21 - 25,1389,1,11,-1,1,-1.0,1,1,3,1,28,6,3,5,1,0,0,2,0,1,6,,,,,,,,,,,,,,,,,2015,12,1,23
620,201501BS70764,523460.0,181880.0,-0.221874,51.522352,1,Slight,1,1,2015-12-21,Monday,19:50,Kensington and Chelsea,E09000020,5,0,6,30.0,0,-1,-1,0,0.0,0.0,4,1,1,0,0,1,1,E01002906,3,1,21/12/2015,21/12/2015,1,3,0,18,0.0,0,0,0,0,0,1.0,1.0,6,Male,21,21 - 25,109,1,1,-1,1,-1.0,1,1,3,1,65,9,3,5,1,0,0,2,0,1,4,,,,,,,,,,,,,,,,,2015,12,1,19
628,201501BS70772,526250.0,177360.0,-0.183298,51.481115,1,Serious,2,1,2015-12-28,Monday,00:56,Kensington and Chelsea,E09000020,3,3217,6,30.0,6,2,3,3220,0.0,5.0,4,1,1,0,0,1,1,E01002843,2,2,28/12/2015,28/12/2015,1,9,0,18,0.0,8,0,0,0,0,1.0,1.0,6,Male,21,21 - 25,1388,1,10,-1,1,-1.0,2,1,1,1,40,7,2,0,0,0,0,0,5,1,9,,,,,,,,,,,,,,,,,2015,12,2,0
631,201501BS70775,527350.0,177650.0,-0.167361,51.483474,1,Slight,2,1,2015-12-30,Wednesday,01:30,Kensington and Chelsea,E09000020,3,3212,6,30.0,6,2,4,304,0.0,5.0,4,8,2,0,0,1,1,E01002844,3,1,30/12/2015,30/12/2015,1,3,0,18,0.0,8,0,0,0,0,2.0,1.0,6,Male,33,26 - 35,108,1,3,-1,1,-1.0,1,1,1,1,33,6,3,0,0,0,0,0,3,1,6,,,,,,,,,,,,,,,,,2015,12,1,1
820,201501CP00188,533660.0,180730.0,-0.075376,51.509698,1,Slight,2,4,2015-10-06,Tuesday,18:46,Tower Hamlets,E09000030,3,100,3,40.0,0,-1,-1,0,0.0,0.0,1,1,1,0,0,1,1,E01004293,3,1,10/06/2015,10/06/2015,1,9,0,3,0.0,0,0,0,0,0,2.0,1.0,6,Female,26,26 - 35,1796,1,13,-1,1,-1.0,1,1,1,2,26,6,3,0,0,0,0,0,9,1,6,,,,,,,,,,,,,,,,,2015,10,4,18
923,201501CW10003,529620.0,180790.0,-0.133536,51.511178,1,Slight,2,1,2015-12-01,Tuesday,22:20,Westminster,E09000033,3,401,6,30.0,0,-1,-1,0,0.0,0.0,4,2,2,0,0,1,1,E01004763,3,1,12/01/2015,12/01/2015,1,3,0,18,0.0,0,0,0,0,0,1.0,1.0,1,Male,18,16 - 20,108,1,6,-1,-1,-1.0,1,1,1,1,18,4,3,0,0,0,0,0,3,-1,-1,,,,,,,,,,,,,,,,,2015,12,1,22
924,201501CW10004,529750.0,180910.0,-0.131619,51.512226,1,Slight,1,1,2015-01-13,Tuesday,00:29,Westminster,E09000033,5,0,2,30.0,6,4,3,401,0.0,0.0,4,1,1,0,0,1,1,E01004763,3,1,13/01/2015,13/01/2015,1,9,0,9,0.0,2,0,0,0,0,1.0,1.0,6,Male,32,26 - 35,1995,1,13,-1,1,-1.0,1,1,3,1,30,6,3,5,1,0,0,2,0,1,7,,,,,,,,,,,,,,,,,2015,1,1,0
929,201501CW10011,529970.0,180810.0,-0.128488,51.511277,1,Slight,1,1,2015-01-13,Tuesday,21:28,Westminster,E09000033,3,400,6,30.0,6,2,4,402,0.0,5.0,4,1,1,0,0,1,1,E01004734,3,1,13/01/2015,13/01/2015,1,8,0,18,0.0,8,0,0,0,0,1.0,1.0,1,Male,32,26 - 35,2499,2,1,-1,1,-1.0,1,1,3,1,39,7,3,1,3,0,0,2,0,-1,-1,,,,,,,,,,,,,,,,,2015,1,1,21
940,201501CW10026,526760.0,182010.0,-0.174288,51.52279,1,Slight,2,1,2015-01-18,Sunday,19:00,Westminster,E09000033,3,5,6,30.0,8,4,6,0,0.0,0.0,1,1,1,0,0,1,1,E01004702,3,1,18/01/2015,18/01/2015,1,9,0,9,0.0,8,0,0,0,0,4.0,1.0,6,Male,26,26 - 35,1798,1,1,-1,1,-1.0,2,1,1,1,22,5,3,0,0,0,0,0,4,1,5,,,,,,,,,,,,,,,,,2015,1,1,19
941,201501CW10027,525130.0,182310.0,-0.197664,51.525849,1,Slight,2,2,2015-01-18,Sunday,19:40,Westminster,E09000033,6,0,6,30.0,3,4,6,0,0.0,0.0,4,1,2,0,0,1,1,E01004675,3,1,18/01/2015,18/01/2015,1,9,0,9,0.0,2,0,0,0,0,3.0,1.0,6,Male,30,26 - 35,1242,1,7,-1,-1,-1.0,1,1,1,1,30,6,3,0,0,0,0,0,9,-1,-1,,,,,,,,,,,,,,,,,2015,1,2,19
942,201501CW10029,529760.0,180700.0,-0.131553,51.510337,1,Slight,1,1,2015-01-17,Saturday,02:48,Westminster,E09000033,3,4201,2,30.0,3,2,5,0,0.0,5.0,4,1,1,0,0,1,1,E01004734,3,1,17/01/2015,17/01/2015,1,9,0,9,0.0,2,0,0,0,0,1.0,1.0,6,Female,22,21 - 25,1796,1,9,-1,1,-1.0,1,1,3,2,41,7,3,4,1,0,0,2,0,-1,-1,,,,,,,,,,,,,,,,,2015,1,1,2
944,201501CW10031,526670.0,183360.0,-0.175099,51.534942,1,Slight,2,1,2015-01-17,Saturday,22:40,Westminster,E09000033,3,41,6,30.0,3,4,6,0,0.0,0.0,4,2,2,0,0,1,1,E01004649,3,1,17/01/2015,17/01/2015,1,9,0,18,0.0,1,0,0,0,0,4.0,1.0,6,Male,26,26 - 35,1995,1,6,-1,1,-1.0,2,1,1,1,26,6,3,0,0,0,0,0,3,1,3,,,,,,,,,,,,,,,,,2015,1,1,22
953,201501CW10042,527090.0,183640.0,-0.168946,51.537364,1,Slight,2,1,2015-01-20,Tuesday,22:30,Westminster,E09000033,5,0,6,30.0,3,4,6,0,0.0,0.0,4,1,2,0,0,1,1,E01004647,3,1,20/01/2015,20/01/2015,1,9,0,7,0.0,1,0,0,0,0,4.0,1.0,6,Male,26,26 - 35,1242,1,13,-1,-1,-1.0,2,1,1,1,26,6,3,0,0,0,0,0,3,1,2,,,,,,,,,,,,,,,,,2015,1,1,22
960,201501CW10053,526420.0,181200.0,-0.179476,51.515586,1,Slight,2,1,2015-01-23,Friday,22:00,Westminster,E09000033,5,0,6,30.0,6,4,6,0,0.0,1.0,4,1,1,0,0,1,1,E01004681,3,1,23/01/2015,23/01/2015,1,8,0,18,0.0,8,0,0,0,0,2.0,1.0,1,Male,35,26 - 35,1798,8,3,-1,1,-1.0,2,1,1,1,28,6,3,0,0,0,0,0,3,1,4,,,,,,,,,,,,,,,,,2015,1,1,22
969,201501CW10063,526480.0,182330.0,-0.178207,51.525728,1,Slight,3,4,2015-01-25,Sunday,23:56,Westminster,E09000033,3,5,6,30.0,3,2,3,5205,0.0,5.0,4,1,1,0,0,1,1,E01004728,3,1,25/01/2015,25/01/2015,1,9,0,18,0.0,8,0,0,0,0,1.0,1.0,6,Male,27,26 - 35,-1,-1,-1,-1,1,-1.0,1,1,1,1,27,6,3,0,0,0,0,0,9,1,3,,,,,,,,,,,,,,,,,2015,1,4,23
972,201501CW10071,527070.0,180290.0,-0.170442,51.507263,1,Slight,2,1,2015-01-26,Monday,19:30,Westminster,E09000033,6,0,6,20.0,8,4,6,0,0.0,0.0,4,1,1,0,0,1,1,E01004689,3,1,26/01/2015,26/01/2015,1,9,0,7,0.0,1,0,0,0,0,4.0,1.0,6,Male,22,21 - 25,2496,1,13,-1,1,-1.0,2,1,1,1,37,7,3,0,0,0,0,0,1,1,7,,,,,,,,,,,,,,,,,2015,1,1,19
983,201501CW10090,529440.0,179360.0,-0.136652,51.498368,1,Slight,2,1,2015-01-29,Thursday,19:26,Westminster,E09000033,4,323,6,30.0,3,4,6,0,0.0,1.0,4,1,2,0,0,1,1,E01004731,3,1,29/01/2015,29/01/2015,1,9,0,9,0.0,8,0,0,0,0,4.0,1.0,1,Male,25,21 - 25,-1,-1,-1,-1,-1,-1.0,2,1,1,1,28,6,3,0,0,0,0,0,3,1,6,,,,,,,,,,,,,,,,,2015,1,1,19
1004,201501CW10114,525370.0,181970.0,-0.194327,51.52274,1,Slight,2,1,2015-02-02,Monday,19:45,Westminster,E09000033,3,404,6,30.0,0,-1,-1,0,0.0,0.0,4,1,1,0,0,1,1,E01004755,3,1,02/02/2015,02/02/2015,1,3,0,18,0.0,0,0,0,0,0,4.0,1.0,1,Male,27,26 - 35,108,1,7,-1,1,-1.0,1,1,1,1,27,6,3,0,0,0,0,0,3,1,2,,,,,,,,,,,,,,,,,2015,2,1,19
1029,201501CW10148,525480.0,183010.0,-0.192372,51.532062,1,Slight,3,1,2015-12-02,Wednesday,00:26,Westminster,E09000033,5,0,6,30.0,0,-1,-1,0,0.0,5.0,4,1,1,0,0,1,1,E01004710,3,1,12/02/2015,12/02/2015,1,9,0,18,0.0,0,0,4,0,0,4.0,1.0,6,Male,23,21 - 25,2000,2,6,-1,1,-1.0,1,1,1,1,23,5,3,0,0,0,0,0,9,1,3,,,,,,,,,,,,,,,,,2015,12,1,0
1041,201501CW10160,529550.0,177930.0,-0.135593,51.485492,1,Slight,2,1,2015-02-14,Saturday,23:29,Westminster,E09000033,3,3212,6,30.0,0,-1,-1,0,0.0,4.0,4,1,1,0,0,1,1,E01004738,3,1,14/02/2015,14/02/2015,1,9,0,4,0.0,0,0,0,0,0,2.0,1.0,6,Female,29,26 - 35,-1,-1,-1,-1,1,-1.0,2,1,1,1,30,6,3,0,0,0,0,0,5,1,6,,,,,,,,,,,,,,,,,2015,2,1,23
1044,201501CW10164,528320.0,181270.0,-0.152084,51.515788,1,Slight,2,1,2015-02-14,Saturday,19:57,Westminster,E09000033,3,5204,6,30.0,6,2,5,0,0.0,5.0,4,1,2,0,0,1,1,E01004714,3,1,14/02/2015,14/02/2015,1,9,0,6,0.0,1,0,0,0,0,3.0,1.0,6,Male,27,26 - 35,1968,2,1,-1,1,-1.0,2,1,1,1,25,5,3,0,0,0,0,0,3,1,1,,,,,,,,,,,,,,,,,2015,2,1,19
1060,201501CW10188,529580.0,181010.0,-0.134031,51.513164,1,Slight,1,1,2015-02-19,Thursday,20:31,Westminster,E09000033,5,0,6,30.0,0,-1,-1,0,0.0,0.0,4,1,1,0,0,1,1,E01033596,3,1,19/02/2015,19/02/2015,1,9,0,18,0.0,0,0,0,0,0,4.0,1.0,6,Male,35,26 - 35,1896,2,10,-1,-1,-1.0,1,1,3,2,24,5,3,5,1,0,0,2,0,1,2,,,,,,,,,,,,,,,,,2015,2,1,20
1073,201501CW10208,527160.0,182840.0,-0.168226,51.530159,1,Slight,2,1,2015-10-02,Friday,18:00,Westminster,E09000033,3,41,1,30.0,1,4,3,41,0.0,1.0,4,1,1,0,0,1,2,E01004725,3,1,10/02/2015,10/02/2015,1,3,0,9,0.0,8,0,0,0,0,3.0,1.0,6,Male,19,16 - 20,-1,-1,-1,-1,1,-1.0,1,1,1,1,19,4,3,0,0,0,0,0,3,1,4,,,,,,,,,,,,,,,,,2015,10,1,18
1081,201501CW10221,528850.0,179110.0,-0.145238,51.496256,1,Slight,1,1,2015-01-03,Saturday,20:15,Westminster,E09000033,3,3214,2,30.0,3,2,6,0,0.0,5.0,4,1,1,0,0,1,1,E01004750,3,1,01/03/2015,01/03/2015,1,9,0,18,0.0,1,0,0,0,0,3.0,1.0,6,Male,27,26 - 35,1997,1,1,-1,1,-1.0,1,1,3,2,46,8,3,4,3,0,0,2,0,-1,-1,,,,,,,,,,,,,,,,,2015,1,1,20
1091,201501CW10232,530100.0,180190.0,-0.126844,51.505675,1,Slight,2,1,2015-02-03,Tuesday,18:24,Westminster,E09000033,3,3212,6,30.0,3,4,6,0,0.0,0.0,4,1,1,0,0,1,1,E01004736,3,1,02/03/2015,02/03/2015,1,9,0,9,0.0,8,0,0,0,0,4.0,1.0,6,Male,31,26 - 35,1984,1,11,-1,1,-1.0,2,1,1,1,26,6,3,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,2015,2,1,18
1108,201501CW10253,527050.0,181700.0,-0.170222,51.519939,1,Slight,2,1,2015-05-03,Sunday,22:30,Westminster,E09000033,3,404,3,30.0,6,2,3,5,0.0,5.0,4,1,1,0,0,1,1,E01033593,3,1,05/03/2015,05/03/2015,1,9,0,9,0.0,8,0,0,0,0,4.0,1.0,6,Female,27,26 - 35,1995,1,4,-1,1,-1.0,2,1,1,1,24,5,3,0,0,0,0,0,8,1,2,,,,,,,,,,,,,,,,,2015,5,1,22
1143,201501CW10292,526910.0,181040.0,-0.172476,51.514039,1,Slight,2,1,2015-03-15,Sunday,03:09,Westminster,E09000033,5,0,6,30.0,6,4,6,0,0.0,0.0,4,1,1,0,0,1,1,E01004683,3,1,15/03/2015,15/03/2015,1,8,0,18,0.0,8,0,0,0,0,3.0,1.0,1,Male,34,26 - 35,1339,8,4,-1,1,-1.0,1,1,1,1,34,6,3,0,0,0,0,0,8,1,3,,,,,,,,,,,,,,,,,2015,3,1,3
1144,201501CW10293,528830.0,181660.0,-0.144596,51.519176,1,Slight,2,2,2015-03-15,Sunday,01:15,Westminster,E09000033,6,0,3,30.0,6,4,3,4201,0.0,0.0,4,1,1,0,0,1,1,E01004765,3,1,15/03/2015,15/03/2015,1,8,0,18,0.0,8,0,0,0,0,1.0,1.0,1,Male,28,26 - 35,1797,8,5,-1,1,-1.0,1,1,1,1,28,6,3,0,0,0,0,0,8,1,2,,,,,,,,,,,,,,,,,2015,3,2,1
1150,201501CW10300,527370.0,182590.0,-0.165291,51.527865,1,Slight,2,1,2015-03-03,Tuesday,22:50,Westminster,E09000033,3,41,6,30.0,3,4,6,0,0.0,5.0,4,1,1,0,0,1,2,E01004725,3,1,03/03/2015,03/03/2015,1,9,0,9,0.0,8,0,0,0,0,2.0,1.0,2,Female,33,26 - 35,1796,1,8,-1,1,-1.0,1,1,1,2,33,6,3,0,0,0,0,0,9,1,2,,,,,,,,,,,,,,,,,2015,3,1,22
1157,201501CW10309,529020.0,181870.0,-0.141782,51.52102,1,Slight,2,1,2015-03-18,Wednesday,18:40,Westminster,E09000033,5,0,2,30.0,6,4,6,0,0.0,0.0,4,1,1,0,0,1,1,E01004715,3,1,18/03/2015,18/03/2015,1,9,0,3,0.0,8,0,0,0,0,4.0,1.0,6,Male,30,26 - 35,1796,1,9,-1,1,-1.0,2,1,1,1,32,6,3,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,2015,3,1,18
1172,201501CW10325,526460.0,182340.0,-0.178491,51.525823,1,Slight,2,1,2015-03-22,Sunday,01:50,Westminster,E09000033,3,5,6,30.0,3,4,4,413,0.0,0.0,4,1,1,0,0,1,1,E01004705,3,1,22/03/2015,22/03/2015,1,9,0,4,0.0,8,0,0,0,0,2.0,1.0,6,Male,33,26 - 35,1560,2,1,-1,1,-1.0,2,1,2,1,19,4,3,0,0,2,0,0,9,1,3,,,,,,,,,,,,,,,,,2015,3,1,1
